의도ID,의도유형,의도명,의도그룹,컨텍스트,사용상태,총 사용빈도,질의문 갯수,대표질의문,display질의문,질의문,등록자 / 수정자,등록일 / 수정일,등록일 / 수정일,단순응답
INT58dae75330eb42629502735d33d58b95,질의응답,outlook 작성 기간,U-P&F_일반,"Outlook 작성 기간,아웃룩 작성 기간,아웃룩 작성,outlook 언제 작성하나요,outlook",제한사용(정직원+Y사번),625,3,아웃룩 기간은,Outlook 작성 기간 안내,"outlook 작성 기간 안내,outlook 작성 기간은,아웃룩 기간은",_vpasys / _vpasys,2020.05.26 10:59:51 / 2022.08.04 14:14:42,2022.08.04 14:14:42,"Outlook 작성 기간 안내
||||
매월 영업일+3일 기준으로 Outlook 작성이 시작되며, 이틀 동안 작성됩니다.

4월부터는 매주 작성하는 것으로 변경이 되었습니다.

BBS > LG CNS Notice > ""Outlook"" 으로 검색하시면 매월 일정을 확인할 수 있어요.

자세한 사항은 **[[사업부/사업담당별 담당자]](http://nbm.lgcns.com/ol/ol/cmn/olCotanctPointList)**로 문의해주세요."
INTe3a960ae97c34588862736bdff0a574c,질의응답,outlook 권한,U-P&F_일반,"Outlook 권한,아웃룩 권한,U-PF 권한은,outlook",제한사용(정직원+Y사번),194,5,outlook권한은,Outlook 권한 안내,"outlook 권한 안내,outlook 권한은 어떻게 되나요,outlook 작성 누가 해야 되나요,outlook 작성 권한이 없어요,outlook권한은",_vpasys / _vpasys,2020.05.26 10:46:50 / 2022.08.04 14:14:11,2022.08.04 14:14:11,"Outlook 권한은 다음과 같습니다
||||
1. 프로젝트 단계별로 권한이 다릅니다
* 수주, NEW : 영업대표
* SOLD : 이행PM
* 서브코드 : 서브코드 이행PM
2. 내부과제의 경우 PM이 작성권한이 있습니다

3. 업무 문의는 **[[사업부/사업담당별 담당자]](http://nbm.lgcns.com/ol/ol/cmn/olCotanctPointList)** 를 찾아주세요."
INTa2812469ad7a44438cddad5478808449,질의응답,tct 응시대상,NEXT LearningPlus_FAQ,"tct,기술인증테스트,티씨티",제한사용(정직원+Y사번),1888,1,tct 응시대상,TCT 응시대상,tct 응시대상,_vpasys / 70976,2019.07.08 13:42:37 / 2022.08.04 13:01:16,2022.08.04 13:01:16,"### **TCT 응시 대상 안내**

___

전사 기술/비기술직무 재직자 중 아래의 비대상/유예대상에 해당하지 않는 직원
- 비대상 : 임원, 담당, 법인장, 위원, 당해년도 입사자, 비대상직무(OP, Clerk, Driver 등)
- 유예대상 : FSE, 장기파견, 휴직자(6개월 미만근무), 해외교육"
INTaa085bc55f894caf8565c4597e4fdba7,질의응답,재해위로금 신청,NEXT-HR,재해,제한사용(정직원+Y사번),293,2,재해위로금,재해위로금 신청 안내,"재해위로금 신청,재해위로금",_vpatutor / 70976,2020.03.04 17:24:30 / 2022.07.24 12:00:07,2022.07.24 12:00:07,"**재해위로금 신청 안내**

||||

재해당사자가 본인(배우자 포함), 부모, 자녀인 경우, 최고 150만원 범위 내에서 위로금을 지급합니다. 

**[[MyWork> 재해위로금 신청서]](https://approval.lgcns.com/MW4/DM/DM_frmWriteDocument?ISFLEX=Y&GrpNo=&FormNo=2436)** 양식을 통해 신청하세요.

▶ **제출 서류** (파일 첨부 후, 원본서류 제출)
① 재해사실확인서 원본 1부 (구청, 동사무소, 면사무소 등에서 발급. 재해금액을 구체적으로 기재)
② 피해규모 및 피해금액 확인 서류 (수선비 영수증, 사진 등)
③ 재해당사자 본인인 경우, 주민등록등본 원본 1부
④ 재해당사자 직계부모/자녀인 경우, 가족관계증명서 원본 1부

※ 자세한 내용은 **[[인사규정]](https://ubpm.lgcns.com/UPAMS-BPA/std/StdViewStandardPopup.laf?standardId=465282)**의 '복리후생' 을 참고하세요."
INT2ad4027751bb494192a6b813aea8d521,질의응답,초청장 발급,HR,초청,제한사용(정직원+Y사번),80,4,외국인 초청 품의,초청장 발급 요청,"초청장 발급 요청,외국인 초청 품의,외국인을 초청하려면,초청장 품의",70976 / 70976,2021.06.04 14:26:32 / 2022.07.24 11:53:30,2022.07.24 11:53:30,초청장 발급은 MyWork>**[[초청장 발급 요청] 외국인 초청 품의](https://approval.lgcns.com/MW4/DM/DM_frmWriteDocument?ISFLEX=Y&GrpNo=&FormNo=2543)** 양식을 통해 요청할 수 있어요~
INT6e873c9cbcc8465fb74d7bbb928be837,질의응답,career관리,시스템링크_HCI,"career,경력,이력",제한사용(정직원+Y사번),3437,11,커리어패스,프로젝트업무이력,"커리어패스,career plan,경력개발,경력 개발,경력확인,경력 확인,프로젝트업무이력,업무이력,업무 이력,carrer,career 수정",50496 / 70976,2017.11.09 10:49:53 / 2022.07.22 15:47:16,2022.07.22 15:47:16,"본인의 업무 이력이 궁금하시다면 **[[U-HCI]](http://uhci.lgcns.com:8008/UHC/)**시스템에 접속하여 ""Career 관리>프로젝트/업무이력"" 메뉴에서 투입 이력을 확인하세요."
INTbc2cca5ec17344ea818a703ab7dff906,질의응답,ITSM CSR 담당자 변경,NEXT ITSM_FAQ,,제한사용(정직원+Y사번),160,4,* next itsm csr 담당자 변경,NEXT ITSM CSR 담당자 변경,"next itsm csr 담당자 변경,itsm csr 담당자 변경,csr 담당자 변경,itsm csr담당그룹 변경",70976 / 70976,2022.05.03 21:15:35 / 2022.05.03 21:16:45,2022.05.03 21:16:45,"NEXT ITSM의 CSR 처리 화면에서 담당자를 변경하시려면, 담당그룹을 변경할 담당자가 속한 그룹으로 변경한 후, 담당자를 지정하시면 됩니다.
단, CNS담당자가 협력사 그룹(Partner 그룹)의 담당자는 직접 지정하실 수 없고, 담당그룹 변경만 가능합니다. (도급법 적용)"
INTe2679ee01d03436b88d3519ae6fd50bb,질의응답,NEXT SPoC 권한 위임,eSPoC_일반,,제한사용(정직원+Y사번),842,7,next spoc 결재 위임,NEXT SPoC 권한 위임 방법,"e-spoc 권한 위임,e-spoc 권한을 위임하고 싶어요,e-spoc 승인 위임,e-spoc 결재 위임,next spoc 결재 위임,next spoc 승인 위임,next spoc 권한 위임",_vpasaas / 70976,2018.08.31 17:39:52 / 2022.05.03 20:58:36,2022.05.03 20:58:36,"CNS 인원이면 OfficePlus>MyWork>권한위임 메뉴에서 NEXT SPoC 승인 위임이 가능합니다.
LG전자 인원의 경우 EP>MyWork>권한위임 메뉴에서 위임이 가능합니다.
이외의 고객사의 경우 NEXT SPoC>Approval>Delegation 메뉴에서 위임이 가능합니다."
INT3a3234dbdf3344de9085b284c4b6ea5f,질의응답,IT Dashboard 권한 신청,시스템 FAQ,"IT Dashboard 권한 신청,Dashboard 권한,대시보드,대쉬보드,인벤토리,CSR조회,선감지",제한사용(정직원+Y사번),923,6,인벤토리 조회,IT Dashboard 권한 신청,"it dashboard 권한 신청,dashboard 권한신청,it dashboard,인벤토리 조회,it 대시보드,it 대쉬보드",70976 / 70976,2022.04.28 07:56:49 / 2022.04.28 08:19:49,2022.04.28 08:19:49,"IT Dashboard 권한은 OfficePlus MyWork에서 **[사내시스템 사용권한 요청](https://eam.lgcns.com/LGCNS.EAM.WEB/EAM/A01Edit?ISFLEX=Y)** 양식을 통해 신청 가능합니다.(대상시스템 : SLM(IT Dashboard), 대상법인 : LG CNS 선택)
자세한 내용은 **[IT Dashboard FAQ](https://wire.lgcns.com/confluence/pages/viewpage.action?pageId=117728713#tab-IT+Dashboard)**를 참고하세요."
INT2fe7a6f297804bda92aabce75735ee53,질의응답,개인정보 책임자담당자 변경 방법,보안,,제한사용(정직원+Y사번),980,3,개인정보 담당자 변경,개인정보 책임자/담당자 변경,"개인정보 책임자담당자 변경,개인정보 책임자 변경,개인정보 담당자 변경",_vpasys / 66237,2021.09.09 19:22:48 / 2022.04.26 11:09:47,2022.04.26 11:09:47,"#### 개인정보 책임자/담당자 변경 방법 ####
||||
개인정보보호 책임자와 담당자 변경 권한은 ""개인정보보호 담당자""와 ""개인정보보호 책임자""에게 부여되어 있습니다.

U-Security > 개인정보보호 > 개인정보처리시스템(업무)현황 > 해당 시스템 > ""변경"" 클릭하여 진행하시면 됩니다. 

**[[통합보안관리 시스템 바로가기>>]](https://usecurity.lgcns.com/)**"
INT10a0191df31b40aebbbe5819eddaa6d0,질의응답,전사 장애 보고 관리 규정,품질관리,장애,제한사용(정직원+Y사번),1904,7,장애 보고,전사 장애 보고/관리 규정 안내,"전사 장애등급 기준,전사 장애 보고 관리 규정,중대 품질사고 등급 기준,장애 보고,장애 관리,전사 장애등급,중대 품질사고 등급",_vpatutor / _vpasys,2019.10.23 16:01:57 / 2022.03.22 11:18:33,2022.03.22 11:18:33,"전사 장애 보고/관리 규정 안내

||||

[MyWork> 프로세스 및 신청서> 사내표준] 에서  '전사장애보고/관리규정'을 찾아보세요.

**'전사장애보고/관리규정'** 에서 전사 장애 보고/관리 규정 및 전사 장애 등급 기준, 중대 품질사고 등급 기준 등을 확인할 수 있습니다.

**[['전사장애보고/관리규정' 바로가기>>]](https://ubpm.lgcns.com/UPAMS-BPA/std/StdViewStandard.laf?standardId=465260)**"
INTb4926022bef4498f96a1f7b87b925519,질의응답,고객만족도,시스템링크_U-CSI,,제한사용(정직원+Y사번),335,2,* 고객 만족도 시스템,고객 만족도 시스템,"고객만족도,고객 만족도 시스템",50496 / 70976,2017.11.10 11:14:35 / 2022.03.21 17:54:14,2022.03.21 17:54:14,**[[고객만족도(U-CSI)]](https://ucsi.lgcns.com/)** 시스템을 찾으시나요?
INT876bc7440eb0411481167673e09c1c5e,질의응답,보증보험 발급,NEXT Sales_일반,보증보험,제한사용(정직원+Y사번),841,7,보증보험 발급 신청,보증보험 발급 안내,"보증보험 발급,국내증권 발급 신청,해외증권 발급 신청,보증보험,국내증권 발급,해외증권 발급,보증보험 발급 신청",_vpatutor / 70976,2019.12.12 14:53:41 / 2022.03.21 17:53:36,2022.03.21 17:53:36,"**보증보험 발급 안내**

||||

보증보험  발급 신청 및 조회는 [NEXT Sales>보증보험관리]에서 가능합니다.

* **[[국내증권발급신청]](https://sales.lgcns.com/lsa/service/html.ncd?view=sa/gi/createInsuranceReqReg&MenuId=LSAGI01)**
* **[[해외증권발급신청]](https://sales.lgcns.com/lsa/service/html.ncd?view=sa/gi/createOverseasReq)**"
INTe8684bd97fe64d8ba18345404a023b05,질의응답,cp 권한,U-P&F_일반,"CP 권한,U-PF 권한은",제한사용(정직원+Y사번),190,5,cp 작성 누가 해야 되나요,CP 권한 안내,"cp 권한 안내,cp 권한은 어떻게 되나요,cp 작성 누가 해야 되나요,cp 작성 권한이 없어요,cp권한은",_vpasys / 70976,2020.05.26 10:01:46 / 2022.03.21 17:47:14,2022.03.21 17:47:14,"CP 권한은 다음과 같습니다
||||
1. 프로젝트 단계별로 권한이 다릅니다. 앞에 언급된 분들이 우선 권한을 가지고 있습니다.

* Define : 영업대표, 이행PM
* Confirm : 제안PM, 이행PM
* Contract : 이행PM
2. 내부과제의 경우 PM이 작성권한이 있습니다

3. 업무 문의는 **[[사업부/사업담당별 담당자]](http://nbm.lgcns.com/ol/ol/cmn/olCotanctPointList)** 를 찾아주세요."
INTe7bfdff2dc9248369706d4fe790fe53b,질의응답,자산 관리 일반,시스템링크_U-Asset,,제한사용(정직원+Y사번),2589,2,* 자산 등록,자산 등록,"자산등록,자산 등록",50496 / 70976,2017.11.03 10:16:31 / 2022.03.21 16:52:21,2022.03.21 16:52:21,"NEXT Purchasing시스템에서 구매 유형을 ""사내투자(자산)""으로 구매한 경우 검수/대급지급 결재 요청이 승인 완료되면 자산번호가 자동 생성됩니다. 자산 번호가 생성된 이후, 자산과 관련한 모든 업무는 [[U-Asset(자산관리)]](https://uasset.lgcns.com) 에서 처리하실 수 있습니다."
INT167d2819e57143e381c8f16edd5fd476,질의응답,스마트디바이스 구매 통신 개통,경영지원,테스트폰,제한사용(정직원+Y사번),545,16,통신 개통없이 스마트폰만 구매,스마트디바이스 구매/통신 개통 안내,"스마트디바이스 구매 통신 개통,스마트폰 개통,유심 개통,공단말 구매,스마트폰 구매,단말기 구매,단말기 개통,통신 개통없이 단말기만 구매,통신 개통없이 스마트폰만 구매,공기계 상태의 단말기 통신 개통,공기계 스마트폰 개통,스마트폰 구매 개통,스마트폰 개통 신청,스마트폰 구매 신청,법인폰 구매,업무폰 개통 방법",_vpatutor / 70976,2020.06.03 16:20:38 / 2022.03.21 16:45:38,2022.03.21 16:45:38,"**스마트디바이스 구매/통신 개통 안내**

||||

▶ **단말기 구매 + 통신 개통**
: 통신사 약정을 통한 단말기 구매
: **[['U-Asset> 스마트디바이스 개통> 구매/통신 개통 신청' 바로가기>>]](https://uasset.lgcns.com/LGCNS.AST.Main/SM/ASTSM_SmartDeviceRequest.aspx?MENU_ID=ASTSM1100&gubun=A)**

▶ **공기계 상태의 단말기 통신 개통**
: 개통되지 않은 공기계 상태의 단말기에 대한 통신 개통 신청
: **[['U-Asset> 스마트디바이스 개통> 구매/통신 개통 신청' 바로가기>>]](https://uasset.lgcns.com/LGCNS.AST.Main/SM/ASTSM_SmartDeviceRequest.aspx?MENU_ID=ASTSM1100&gubun=B)**

▶ **단말기만 구매**
: 통신 개통없이 단말기만 구매하는 경우 **[[NEXT Purchasing> 소싱관리> 소싱요청]](https://purchasing.lgcns.com/lpo/so/confm/initConfmSrcDA)**에서 구매 진행

자세한 내용은 아래 가이드를 참고하세요.
**[[U-Asset> 스마트디바이스 구매/통신 개통]](https://uasset.lgcns.com/LGCNS.AST.Main/SM/ASTSM_Main.aspx?ISFLEX=Y)**

※ 문의처: **[경영지원팀 윤선아 선임](?action=inquiry&actionParams={""userIds"":""75301"",""completeType"": ""Y"",""searchUserYn"":""Y""})**"
INT8524846e361444ec8bd612a4e48afe18,질의응답,복직 시 자산 신청,시스템링크_U-Asset,,제한사용(정직원+Y사번),506,8,복직 후 자산 신청,복직 시 자산 신청,"복직 시 자산 신청,복직 후 자산 신청,복직 후 노트북 사용,복직 노트북 구매,복직하면 노트북을 어떻게 신청하나요,휴직후 복직 시 노트북,휴직후 복직 시 pc,복직시 자산",66237 / 70976,2017.09.28 10:05:40 / 2022.03.21 16:39:43,2022.03.21 16:39:43,"복직 시에는 유휴자산을 신청하거나, 신규 노트북을 구매하세요.
▶**[[유휴자산 사용 신청]](https://uasset.lgcns.com/LGCNS.AST.Main/RQ/ASTRQ_IdleAssetPoolView.aspx?MENU_ID=ASTRQ2000) **
▶**[[노트북/모니터 구매 요청]](https://purchasing.lgcns.com/lpo/no/note/initNoteDA)**"
INT5334cfc9b0534111be13ea491489334b,질의응답,자산 내용연수 안내,시스템링크_U-Asset,자산,제한사용(정직원+Y사번),3797,24,내 pc 연수,자산 내용연수,"자산 내용연수,자산 감가상각,자산 감가상각 기준,자산 내용연수 기준,자산 내용년수,자산 내용연수가 어떻게 되지,자산 내용년수 알려줘,자산 감가상각 연수,자산 감가상각 기간,자산 감가상각 정보,자산 내용연수 안내,노트북 감가 기간 알려줘,비품 자산 감가 만료 언제 돼,서버 자산 감가 만료 언제 돼,노트북 자산감가 기간이 얼마지,pc 교체 어떻게,pc교체시점,노트북 교체 시기,노트북 교체,노트북교체,노트북교체 시기,자산 장부가액,내 pc 연수,rkarktkdrkr",/ 70976,2017.07.20 10:45:38 / 2022.03.21 16:36:34,2022.03.21 16:36:34,"자산의 내용연수 안내 입니다.

||||

* PC, 모니터: 3년
* 스마트디바이스(스마트폰, 태블릿 등): 2년
* 기타 HW, SW: 5년
* 비품: 4년

추가 문의 사항은 회계팀 자산담당자에게 문의주시기 바랍니다.

※ 소유한 자산 및 취득일/장부가액은 **[[U-Asset > 본인자산]](https://uasset.lgcns.com/LGCNS.AST.Main/VW/ASTVW_MyAssetList.aspx?MENU_ID=ASTVW1000)** 에서 확인하실 수 있습니다."
INT9bc428f854824d7e8001d2ccc79eeddb,질의응답,휴넷 초기 idpw 안내,NEXT LearningPlus_FAQ,휴넷,제한사용(정직원+Y사번),734,9,휴넷 아이디비밀번호 안내,휴넷 아이디/비밀번호,"휴넷 아이디비밀번호 안내,휴넷 아이디 찾기,휴넷 비밀번호 까먹었어요,휴넷 비밀번호 찾기,휴넷 초기 idpw 안내,휴넷 아이디,휴넷 비밀번호,휴넷 초기 로그인 정보,휴넷 초기 접속정보 안내",_vpasys / _vpasys,2019.08.21 13:56:57 / 2022.03.21 09:33:39,2022.03.21 09:33:39,"**[휴넷 초기 ID/PW 안내]**
ID : lgcns-OOOOO(사번)
PW : 사번

비밀번호 초기화 후 비밀번호를 분실하였을 경우 휴넷 고객센터(1588-6559)로 전화하여 초기화 가능합니다.

**[[휴넷 사이트  바로가기>>]](https://lgcns.hunet.co.kr/)**"
INT39962f0f0d5d444fb31a8e406192eb54,질의응답,우리사주,NEXT-HR,,제한사용(정직원+Y사번),5492,7,사내 주식,우리사주는 어디서 확인하나요,"우리사주는 어디서 확인하나요,사주,우리사주,우리사주확인,우리사주 확인,보유 주식,사내 주식",50496 / _vpasys,2018.02.12 15:57:49 / 2022.03.14 09:14:48,2022.03.14 09:14:48,"우리사주 취득현황이 궁금하세요?

**[[NEXT HR> 급여/보상> 보유주식]](https://hr.lgcns.com/lhr/service/html.ncd?view=hr/pay/retrievePayHoldStock)** 을 클릭해주세요!"
INTcca3c692c0d54683b7ab7767ae6f3abf,질의응답,전임비,NEXT-HR,전임비,제한사용(정직원+Y사번),1675,2,* 전임비 신청,전임비 안내,"전임비 신청,전임비 주택자금",_vpatutor / _vpasys,2018.12.20 13:10:11 / 2022.03.14 09:14:24,2022.03.14 09:14:24,전임비는 **[[SINGLEX HR>HR Service>근태/복리후생>복리후생>전임비/주택자금>전임비신청]](https://portal.attendancekr.singlex.com/cm/service/ssoRequestSAML.ncd?tenantId=L4200&menuCd=EHRCBN0601)**에서 신청 가능합니다.
INT35e71fb52a1349efa36ad5423fe26452,질의응답,상조회 안내,노경협의회,"상조회,상조",제한사용(정직원+Y사번),2515,5,* 상조회,상조회 안내,"상조회,상조회 가입,상조회 지원,상조금 공제,상조회 가입 방법",_vpatutor / _vpasys,2020.01.22 17:17:45 / 2022.03.14 09:13:39,2022.03.14 09:13:39,"**상조회 안내**

||||

LG CNS 상조회는 본인 사망사고에 대비한 임직원들의 자발적인 유가족 후원조직입니다.

회사의 복리후생제도(경조비/경조휴가/화환/상조물품 등)와는 별개로 운영되고 있으며, **사고발생 시에만 사전 약정된 금액이 급여에서 공제되고 있습니다.**

**[['상조회 가입' 바로가기>>]](https://portal.attendancekr.singlex.com/cm/service/ssoRequestSAML.ncd?tenantId=L4200&menuCd=EHRCBN0217)**"
INT0ecc1507c12b40449bb763cc3fe7f2da,질의응답,직급체계 개편 안내,공지,,제한사용(정직원+Y사번),2176,6,직급체계 개편 안내,직급체계 개편 안내,"직급 체계 개편,직급 체계 변경,직급체계 개편 안내,직급 체계,직급 체계 개편 알려줘,직무체계를 알고싶어요",_vpasaas / _vpasys,2018.07.19 16:04:07 / 2022.03.14 08:54:19,2022.03.14 08:54:19,"2018년 이후 직급체계 개편을 알려드립니다.
||||
* **일반직군** : 과장 + 차장 + 부장 -> 책임
* **R&D** 
  * 부책임 + 책임 + 총괄 -> 책임
  * 전임 -> 연구원
* **Entrue 컨설턴트** : 책임 + 총괄 -> 총괄
* **핵심인재** : 부책임 + 책임 + 총괄 -> 총괄"
INT2e5a2c5b691f4994be30df9cb3436937,질의응답,사번 정보 변경,시스템링크_IDS,"사번,계정,아이디,id,오피스플러스,officeplus,공용,공용계정,공용id,공용아이디,협력사,협력사계정,협력사id,협력사아이디,팀공용아이디",제한사용(정직원+Y사번),6772,59,officeplus 공용 아이디 기간연장,사번 정보 변경 안내,"officeplus 공용 아이디 기간연장,공용계정 부서 변경,공용계정 팀 변경,공용계정 이름 변경,공용계정 명칭 변경,공용계정 사용기간 연장,공용계정 사용기간 변경,공용계정 사용자 추가,공용계정 사용자 변경,공용계정 사용자 삭제,다른 사람이 공용계정을 사용하게 하려면,오피스플러스 공용아이디 기간연장,오피스플러스 공용 아이디 만료 연장,officeplus 공용 아이디 정보 변경,오피스플러스 공용 아이디 정보 변경,officeplus 공용 id 정보 변경,오피스플러스 공용 id 정보 변경,officeplus 공용 계정 정보 변경,오피스플러스 공용 계정 정보 변경,officeplus 공용 사번 정보 변경,오피스플러스 아이디 정보 변경,오피스플러스 만료 아이디 연장,오피스플러스 만료 id 연장,오피스플러스 만료 계정 연장,officeplus 아이디 연장 신청,오피스플러스 아이디 연장 신청,오피스플러스 아이디 기간 연장,officeplus 계정 사용 기간 연장,officeplus 아이디 정보 변경,officeplus 협력사 계정 기간연장 요청,협력사 소속부서 변경,협력사 호칭 변경,협력사 사번 사용기간 연장,협력사 계정 사용기간 연장,협력사 아이디 사용기간 연장,외주직원 소속부서 변경,외주직원 호칭 변경,외주직원 사번 사용기간 연장,외주직원 계정 사용기간 연장,외주직원 아이디 사용기간 연장,협력사 팀 변경,외주직원 팀 변경,협력사 직급 변경,외주직원 직급 변경,officeplus 협력사 아이디 연장 신청,오피스플러스 협력사 아이디 기간연장 요청,오피스플러스 협력사 아이디 연장,officeplus 협력사 id 정보 변경,오피스플러스 협력사 아이디 정보 변경,오피스플러스 협력사 id 정보 변경,officeplus 협력사 계정 정보 변경,오피스플러스 협력사 계정 정보 변경,officeplus 협력사 아이디 정보 변경,공용계정 권한 신청,공용계정을 사용하려면 어떻게 신청하나요,공용계정 권한이 없습니다,공용계정 사용 신청,공용계정 사용 권한,사번 정보 변경",/ 70976,2017.09.15 17:30:58 / 2022.02.17 19:15:05,2022.02.17 19:15:05,"**OfficePlus 사번 정보 변경 안내**

||||

▶ **공용 사번 정보 변경**
: **[[공용 사번 정보 변경]](https://ids.lgcns.com/ids/MngUser/MngGrpReqForm?ReqType=C)**을 클릭해 공용 계정의 명칭, 부서, 사용기간, 사용자 등 정보를 변경할 수 있습니다.

▶ **협력인원 사번 정보 변경**
: **[[협력인원 사번 정보 변경]](https://ids.lgcns.com/ids/MngUser/MngUserReqForm?ReqType=C)**을 클릭해 협력인원 사번의 부서, 호칭, 사용기간 등 정보를 변경할 수 있습니다.

※ 폐지(기간 만료 및 유휴처리)된 사번은 **[[협력인원 사번 복구]](https://ids.lgcns.com/ids/MngUser/MngUserReqForm?ReqType=R)** 를 요청하세요."
INTd91e6eb5054244dab268cf9c0aa18302,질의응답,사번 복구,시스템링크_IDS,"사번,계정,아이디,id,오피스플러스,officeplus,공용,공용계정,공용id,공용아이디,협력사,협력사계정,협력사id,협력사아이디,팀공용아이디",제한사용(정직원+Y사번),1457,46,폐지된 공용 계정 복구,사번 복구 안내,"officeplus 공용 사번 복구,공용 계정 복구,폐지된 공용 계정 복구,퇴사처리된 공용 계정 복구,공용 계정을 다시 살리려면,공용 계정 다시 살리는 방법,오피스플러스 공용 아이디 살려주세요,오피스플러스 공용 아이디 복구,officeplus 공용 아이디 복구 요청,officeplus 공용 계정 복구,officeplus 공용 아이디 복구,officeplus 공용 id 복구,기간만료된 공용 계정 복구,기간만료된 공용 아이디 복구,기간만료된 공용 사번 복구,기간만료된 officeplus 공용 아이디 복구,officeplus 아이디 복구,officeplus 협력사 아이디사번 복구 요청,협력사 사번 복구 요청,협력사 계정 복구 요청,외주직원 사번 복구 요청,외주직원 계정 복구 요청,기간만료된 협력사 직원의 officeplus 아이디사번 복구,폐지된 오피스플러스 사번 복구,퇴사처리된 협력사 사번 복구,협력사 사번을 다시 살리려면,협력사 사번을 다시 살리는 방법,오피스플러스 협력사 아이디 복구 요청,officeplus 협력사 퇴사 계정을 복구하고 싶어요,officeplus 협력사 계정 복구,officeplus 협력사 만료 계정 복구,officeplus 협력사 퇴사 계정 복구,officeplus 협력사 계정복구 방법,officeplus 협력사 만료 계정을 복구하고 싶어요,officeplus 협력사 아이디 복구,협력업체 퇴사 계정 복구,협력업체 만료 계정 복구,협력업체 계정 복구,협력업체 퇴사 계정을 복구하고 싶어요,협력업체 만료 계정을 복구하고 싶어요,협력업체 아이디 복구,협력사 아이디 복구,협력사 만료 아이디 복구,협력사 퇴사 아이디 복구,협력사 아이디 복구 방법,사번 복구 방법",/ 70976,2017.09.15 17:29:58 / 2022.02.17 19:01:43,2022.02.17 19:01:43,"**OfficePlus 사번 복구 안내**

||||

▶ **공용 사번 복구**
: **[[공용 사번 복구 요청]](https://ids.lgcns.com/ids/MngUser/MngGrpReqForm?ReqType=R)**을 클릭해 계정 복구를 신청하세요.

▶ **협력인원 사번 복구**
: **[[협력인원 사번 복구 요청]](https://ids.lgcns.com/ids/MngUser/MngUserReqForm?ReqType=R)**을 클릭해 사번 복구를 신청하세요. 승인 완료시 익일 반영되며, 폐지 후 3개월이 지나지 않은 협력인원 사번만 복구 가능합니다.

※ 만료 전 사번은 **[[협력인원 사번 정보 변경]](https://ids.lgcns.com/ids/MngUser/MngUserReqForm?ReqType=C)** 에서 기간연장을 요청하세요."
INT148d1c3196ae4c79883d554fa53f1e0f,질의응답,기업한방에yo,복지제도,,제한사용(정직원+Y사번),275,2,* 기업한방에yo,기업한방에yo 안내,"기업한방에yo,기업한방에요",_vpasys / 70976,2019.09.16 17:44:48 / 2022.02.16 23:00:33,2022.02.16 23:00:33,"### **기업한방에yo 안내**
---
LG유플러스 기업유선상품과 모바일을 함께 사용하는 임직원에게 제공되는 할인혜택

||||

한방에Yo 가입은 마곡사이언스파크 내 하이프라자에서 가입 진행하실 경우바로 가입 진행해드리고 있습니다.
추가 가입방법 안내드립니다.
(사이언스파크 하이프라자에서 가입한 모바일만 가능합니다.)

신분증 + 사원증 앞면을 한장에 스캔한 뒤 휴대폰 번호를 포함하여 아래로 메일 발송해주시면 됩니다.

※ **이용문의 및 담당자**
: (주)하이프라자 사이언스파크점 박수현 사원 (sh_45@hiplaza.co.kr)

가족 한방에Yo 가입되어 있을 경우 이중 가입은 불가하오니 이 점 참고하여 주시기 바랍니다."
INT00ea76112ee64bb58e9ccbaf53b74616,질의응답,자산 관리책임자 변경,시스템링크_U-Asset,"관리책임자,자산",제한사용(정직원+Y사번),2680,10,자산관리를 다른 부서 인원으로 변경,자산 관리책임자 변경 안내,"자산 관리책임자 변경,자산 이관,자산 사용자 변경,부서 내 인원으로 자산 관리책임자 변경,자산관리를 다른 부서 인원으로 변경,자산 관리책임자를 다른 팀원으로 변경,자산관리를 다른 팀 인원으로 변경,자산 이관하려면,자산을 다른 팀원으로 이관,자산을 다른 부서 인원으로 변경",/ _vpasys,2017.07.20 10:45:38 / 2022.02.16 13:38:10,2022.02.16 13:38:10,"자산 관리책임자 변경 안내
||||
자산 관리책임자는 정직원만 지정이 가능합니다.

1. 부서 내 인원으로 관리책임자 변경
 : 자산의 소유부서 변경없이 부서 내 인원으로 관리책임자 변경
2. 다른 부서 인원으로 변경
 : 자산의 소유부서 및 관리책임자 변경"
INTb1afa0edb62240d5a17f743f3e725381,질의응답,자산관리실 안내,시스템링크_U-Asset,"자산관리실,자산",제한사용(정직원+Y사번),6860,12,자산관리실 안내,자산관리실,"자산관리실,자산 문의,자산 관련 문의,자산관리실 위치,자산관리실 방문,자산관리실은 어디에 있나요,자산 관련 문의는 어디에 하면 되죠,자산 문의를 하려고,자산관리실 알려줘,자산관리실 찾아줘,자산관리실 안내,자산관리 담당자",/ _vpasys,2017.07.20 10:45:38 / 2022.02.16 13:35:09,2022.02.16 13:35:09,"**자산관리실 안내**

||||

▶ **위치**
:  LG사이언스파크 E13(사무동) 1층

▶ **운영시간**
:  09:00~18:00 (점심시간 11:30~12:30)"
